username,text,profile_pic_url,nationality,country_code,language,age,gender
eitseliaa,Soy tu faaaaan 😄,https://scontent-den2-1.cdninstagram.com/v/t51.2885-19/462668789_515354171250221_637662354018189402_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=TQGDgS8MzeAQ7kNvgFEYa_n&_nc_gid=2eeda709d3274c6b83fd2323d06102ec&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAwtm41bgaCdaYvZAEjx06W0KeHJ4LDl8n-x_kj0hU8sg&oe=671068C5&_nc_sid=10d13b,Somalia,SO,Language not found,30,Man
ravi__chowdhary_,Siuuuuuu,https://instagram.fccs10-1.fna.fbcdn.net/v/t51.2885-19/432026623_372232398960575_1892673548688963908_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fccs10-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=8Bf856yrEhIQ7kNvgFSdtxs&_nc_gid=90a4660aadc848e38fd062d0463a1fb8&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCLdLSu3-oFZEIxWX07BihB6mebwTn9WQsvesmp5q0gsw&oe=67104FD7&_nc_sid=10d13b,Finland,FI,Language not found,30,Man
footera9,💯❤️,https://instagram.fccs10-1.fna.fbcdn.net/v/t51.2885-19/460937777_1245553896790159_8940370720786104828_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fccs10-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=YoI8Usa_cAQQ7kNvgE97N9Q&_nc_gid=90a4660aadc848e38fd062d0463a1fb8&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYB70XmfeADv9hq7QoK90WT00lqhMkak4XuMKeO-Dr0isw&oe=6710578C&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
le_tduong,Bucu,https://instagram.fccs10-1.fna.fbcdn.net/v/t51.2885-19/448266919_323764267470942_7547680341562819226_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fccs10-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=ApTR1n69kosQ7kNvgHQOhfI&_nc_gid=90a4660aadc848e38fd062d0463a1fb8&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYApCccH2KOIIETUr0DqFaJU77DeIwNXE6qFywL27fPLqA&oe=67105B21&_nc_sid=10d13b,Romania,RO,Language not found,30,Man
mbilawalwazir,CR7,https://instagram.fccs10-1.fna.fbcdn.net/v/t51.2885-19/462430393_943705874235807_8164959791446034997_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fccs10-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=61RPx2_BvAwQ7kNvgGIYzKm&_nc_gid=90a4660aadc848e38fd062d0463a1fb8&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCFwyR2SnJWrGtx8_tGbRNOkF7xYE82auFp6M7Qj_WSHg&oe=671074D2&_nc_sid=10d13b,United States,US,English,35,Man
mostafa.koochooloo,🔥👏🔥👏,https://instagram.fccs10-1.fna.fbcdn.net/v/t51.2885-19/326996721_1154138748799678_4802162546074201310_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fccs10-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=7oQ3sjTfBGMQ7kNvgGbs3Kj&_nc_gid=90a4660aadc848e38fd062d0463a1fb8&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBSzrz_k5brvdb90gvPTL4Hu8GE50iUVPdOSRMI9ldcWA&oe=671065D2&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
aidaang26,9000 que cantidad de goles una variedad 🐐 ni mbappe podrá eso o yamal sos el mejor ronaldo 💛,https://instagram.fmcz4-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fmcz4-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=Eh9qeP5BGAUQ7kNvgERKDUT&_nc_gid=3e851e8558e0405995e279c84dcb982f&edm=AJ9x6zYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AYDhwfFYR62RPN9mWKRIyGhyqz2mbqHbTnlhhwok52RRfg&oe=6710730F&_nc_sid=65462d,Spain,ES,Spanish,30,Man
kevin_rodriguez.uy,hola,https://instagram.fdac1-2.fna.fbcdn.net/v/t51.2885-19/455793176_452677144414678_3559661590036608505_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fdac1-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=oiQ2669TB5gQ7kNvgErFFg_&_nc_gid=1fe84488a1a44822a09a56d5817d7eed&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAehvtwwDG4VLyTi2bFbvy1OzbDam73pIRfKqnxPIGqGA&oe=67106042&_nc_sid=10d13b,Unknown,,object of type 'NoneType' has no len(),30,Woman
phat17288,😍,https://instagram.fcgr3-1.fna.fbcdn.net/v/t51.2885-19/462414910_509253021877658_3319123093034608385_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fcgr3-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=tTcLHtQqRoQQ7kNvgFoC9sm&_nc_gid=a9e33b5841324b3d86029096cfd2a766&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDcUAAcl3IlKjlki7tdaotRTguJCTFZLcOC0HyRdimtQw&oe=67105B30&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
khadije.taleshi,سلام رونالدو خوبی😂😂😂😂😂😍🙌🙌🐐🔥🐐🔥,https://instagram.fcgr3-1.fna.fbcdn.net/v/t51.2885-19/447306488_424297500490513_4684633665739705432_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fcgr3-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=PhX9rGXyw3kQ7kNvgFeIVkb&_nc_gid=a9e33b5841324b3d86029096cfd2a766&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBsGLKX9uY9eslUE19npaQTj1v55yN5yrJqLqqzepD3CQ&oe=67104F27&_nc_sid=10d13b,Saudi Arabia,SA,Arabic,30,Man
nazriasfa95,👑C.R7👑👏👏👏👏👏🤩,https://instagram.fmex10-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fmex10-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=Eh9qeP5BGAUQ7kNvgG438pC&_nc_gid=05f7c1b4fc644a93abe187ef940e2f8e&edm=ACjQdLwBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AYA2JYiG8oBdrYPMz0ydXtsOra6G8ihSAD2rTQ5Oq6C9NA&oe=6710730F&_nc_sid=7367d8,,,object of type 'NoneType' has no len(),30,Woman
amirhosein_al739,❤️❤️❤️❤️👑👑,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/350094582_1448824482585617_2985865641154032057_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=erqsU6fTNBMQ7kNvgGEoDD2&_nc_gid=bcf556ed78dd4706943909738d4977b8&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYA8dzw0demG5LEyrLtrsnLgWHMFuSnZjRpgPuaegPm_LQ&oe=671072B9&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
ahmad793483,🔥🔥🔥,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=Eh9qeP5BGAUQ7kNvgE5VynG&_nc_gid=8335fa2a706849bcb78221e3ca401d1a&edm=AAAAAAABAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AYC0qzezX8KUmJxooYS9rHa3SUkvpKRRL7v38gjsybXGkA&oe=6710730F&_nc_sid=328259,,,object of type 'NoneType' has no len(),30,Woman
baran_tefiye,:𓃵 GOAT ☠️☠️☠️☠️☠️☠️☠️☠️,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=Eh9qeP5BGAUQ7kNvgE5VynG&_nc_gid=8335fa2a706849bcb78221e3ca401d1a&edm=AAAAAAABAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AYC0qzezX8KUmJxooYS9rHa3SUkvpKRRL7v38gjsybXGkA&oe=6710730F&_nc_sid=328259,,,object of type 'NoneType' has no len(),30,Man
gaming_is_live09,"Ballon a or: 8
FIFA World Player of the Year: 7
La Liga Player of the Year: 9
European Golden Shoe: 6
Laureus World Sports Award: 2
World Cup Golden Ball: 2
UEFA Men's Player of the Year: 2
Copa America Most Valuable Player:2
FIFA World Cup 2022
Olympic gold at Beijing 2008
All-time leading goalscorer: 106
Most international caps: 178
Most goals for a South American nation: 106
Youngest Argentinian to score at a World
Cup: 18 years 357 days
First player to score in four different World Cup tournaments for Argentina
Most individual World Cup appearances: 26
Most Argentina World Cup goals: 13
Only player to score in World Cup group stage, round of 16, quarterfinals, semifinals and final
La Liga titles: 10
Copa del Rey titles: 7
UEFA Champions League titles: 4
Most goals for Barcelona: 672
Most trophies won at Barcelona: 35
Most games played for Barcelona: 778
Most goals in La Liga: 474
Most hat-tricks in La Liga: 36
Most goals in El Clasico: 26
Most goals in a La Liga season: 50 [2011-12 season]
Most goals for club and country in a year [Guinness World Record]: 91 [2012]
Most goals in the UEFA Champions League with the same team: 120 this is  why messi is better",https://scontent-mia3-1.cdninstagram.com/v/t51.2885-19/446101640_1866701147183132_3877425382830123994_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=C_lYLtXu-qgQ7kNvgEULoml&_nc_gid=c9a24459860f416b8f76683b30246367&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAq_T1lFOBZtm9LDBccRuaTq7AO5bOpiPLIc30RV7ssdA&oe=6710716C&_nc_sid=10d13b,United States,US,English,30,Man
ekremjr799,,https://scontent-mia3-2.cdninstagram.com/v/t51.2885-19/462295098_1257286868623526_2972507576901352000_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=102&_nc_ohc=RVnoXn0jE3cQ7kNvgFe-DUe&_nc_gid=c9a24459860f416b8f76683b30246367&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYApJ_dscCerXdr7jkvFyhFTPlxA8de4FnQZgX7XvxaqLg&oe=671044D9&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),24,Man
1mi1501,يروحلك فدوه. ميسي,https://scontent-mia3-1.cdninstagram.com/v/t51.2885-19/460403550_801403098737689_8529168980870758232_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=Fxj4ouVLl4EQ7kNvgH8pVTK&_nc_gid=c9a24459860f416b8f76683b30246367&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAZkFa-BjyxsR2hIPjeX9tjz_INO1F7p2U_BH-bCfsG3g&oe=67106EA0&_nc_sid=10d13b,Saudi Arabia,SA,Arabic,30,Man
ale.xis6801,🙌🙌,https://scontent-mia3-1.cdninstagram.com/v/t51.2885-19/461790541_1075908690579937_641500031683871125_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=prSwZd-VUo0Q7kNvgEzXNkm&_nc_gid=c9a24459860f416b8f76683b30246367&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYATU6gtYbmSGbOJpIfC1lG_zz9bg1o6CSEhlwN9fMHcOw&oe=67105C4F&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Woman
or.nurs,"Суырып салып жазамын
Тапсырыс бер қазағым!!!-
-арнау жырлар
-құттықтау өлеңдер
-таныстыру шумақтары
-әнге сөз
-тойларға жыр шашулар
-астарға еске алулар
-байқауларға өлең жырлар
Барлығын керемет етіп жазып беремін .
87074966579 ""Жанар ақын """,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=Eh9qeP5BGAUQ7kNvgE5VynG&_nc_gid=8335fa2a706849bcb78221e3ca401d1a&edm=AAAAAAABAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AYC0qzezX8KUmJxooYS9rHa3SUkvpKRRL7v38gjsybXGkA&oe=6710730F&_nc_sid=328259,Russia,,object of type 'NoneType' has no len(),30,Woman
antoinetremblay2324,🐐🐐🐐🐐,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/462726158_1072628094510935_7275784074253757875_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=WEwSiVOdolIQ7kNvgHI8Psk&_nc_gid=a0acab60f75c462b8981672e0dce8a41&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYA2dwzncpNN-CXGE3XQJK2ks18fDfgINeAHkbCdg5SdQQ&oe=671073F0&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
makh_moud61,❤️❤️❤️❤️❤️,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/461031754_1612862392994757_6739823042240192690_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=r0iAXZ95XS0Q7kNvgFIpmIH&_nc_gid=a0acab60f75c462b8981672e0dce8a41&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYD1PFsirl-ztaOgPbrHaQ8AHmOg-3lXM232FaiZOW9DCA&oe=67106A36&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Woman
alihumbetli2,Ha💸ha💸ha💸ha💸,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/460903211_1653977525160296_6935475282218025307_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=8dWe9CiUp2gQ7kNvgE0MHFR&_nc_gid=a0acab60f75c462b8981672e0dce8a41&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCRcH28dCW6Gn9kk7c7oSWsO9buO-SxxlCMR7HVU5b_LA&oe=67105A4F&_nc_sid=10d13b,Somalia,SO,Language not found,30,Woman
tamil__sexy__chat_21,🔥🔥🔥🔥,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/461933784_1585293322372944_6091763863844880880_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=m0ldxTnp4egQ7kNvgEK8yHZ&_nc_gid=a0acab60f75c462b8981672e0dce8a41&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDsM3Y92p1LEHm3GpIMF_tuBkJy78WePLyIliDX3GhP_w&oe=671045AE&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),31,Woman
araujinho_micael,🔥🔥🔥🔥🔥🔥🔥🔥🔥,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-19/460503769_1542037836688043_4396606128135284503_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=HghlNtJJl9wQ7kNvgFLxAvQ&_nc_gid=4078c41c88d44de2b55478ee2fce2518&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAybkToBdyoE5pvZ2WfbVhBfEDzb4psG8rFUWdILvqRIA&oe=671055B0&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
eusougabriellucas,o melhor da história,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-19/462055300_1748416262593172_4428612578850127166_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=xoMOtu3A_CQQ7kNvgE7JpB5&_nc_gid=4078c41c88d44de2b55478ee2fce2518&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBuzjub0XQJ3ErYWL8wjmmi32tEugkql-GutNuCVdz0Tw&oe=671074DD&_nc_sid=10d13b,Portugal,PT,Language not found,26,Man
aba____s313,ميسي عمك 😎,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-19/462311660_1648012509101064_5398143854654296412_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=AqyoZHj3tl8Q7kNvgEgeAmo&_nc_gid=4078c41c88d44de2b55478ee2fce2518&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDtkY4v-y3gcUG0l4g-eCZ01YRNECGb9Oya-pOiKztNoA&oe=671055B0&_nc_sid=10d13b,Saudi Arabia,SA,Arabic,25,Man
workwith_bilal,🔥🔥,https://instagram.fdub6-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fdub6-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=Eh9qeP5BGAUQ7kNvgHCCZD0&_nc_gid=8209cd61b66b4091b47c37a4536c1fdd&edm=AAnf6ggBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AYChBoXTK-fvVWHoHsY_97gHY5Jqig8jSgrUmQTJ8AuqnA&oe=6710730F&_nc_sid=9d1009,,,object of type 'NoneType' has no len(),30,Woman
rezaalipour._1,❤️,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-19/460674197_1227960638623775_7338549277103669807_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=rI1p64UXEvIQ7kNvgFzLVB3&_nc_gid=4078c41c88d44de2b55478ee2fce2518&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDJ3-mLofe91rBxp6l3wRP2Yj5RWRKuUtON-1UQ7LpHhA&oe=67104D5C&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
bencpsze,RonaldoBest,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/334116963_5989027751183794_3018907152566647411_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=mzlgB-VyraYQ7kNvgHLQAYC&_nc_gid=a7916bec48344cef83813f666189cbdf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYB80FY10lexhKTVX5O2o_KFZLYTeJsPOhBlNiBaoA7jlg&oe=67107134&_nc_sid=10d13b,Romania,RO,Language not found,30,Woman
lemtx7,👑,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/450958916_1154921045814855_475616829839423644_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=D0eVZ2an4VYQ7kNvgHE9kUg&_nc_gid=a7916bec48344cef83813f666189cbdf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCcXIVaXql8dZDhk022QqmxRJYetk5bBPCFKFJJm1eCfg&oe=67105D70&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),23,Man
skhndr_jawid2262,سلام,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/272977091_455314529663583_6917340826599953754_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=nEUvbKRPfjoQ7kNvgHENLCq&_nc_gid=a7916bec48344cef83813f666189cbdf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAWxIyFc0hLBI2103Bd84v0Ep44s7OmD35_v3icAhyRkA&oe=6710763A&_nc_sid=10d13b,Unknown,,object of type 'NoneType' has no len(),25,Man
1lafilledhiver,❤️❤️❤️❤️❤️❤️,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/461282273_2734740646687520_1766188171904317950_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=QGTtpPSjYwkQ7kNvgF_AmnG&_nc_gid=a7916bec48344cef83813f666189cbdf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCGs1_FK68TqoH32iLQuiui00bIHvpmU1JjTPsa6ko7Iw&oe=67106B89&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
mr__ferferiii,Ronaldo❤️❤️❤️❤️❤️,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/319806796_429796539233028_5690945834353102622_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=qV5jelRjpU0Q7kNvgHKVeCy&_nc_gid=a7916bec48344cef83813f666189cbdf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCsrz-CqeDixOMztyKVA57Aae2U0TFpj5OcmnhqujJ0Dg&oe=671060A2&_nc_sid=10d13b,Spain,ES,Spanish,30,Man
emery.nkunzimana.3194,Ronaldo IS yaur beautiful,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/434659881_430677616160743_2806617742923094963_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=ozhDn8wwgPYQ7kNvgEEvP-G&_nc_gid=a7916bec48344cef83813f666189cbdf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBOSpEg-7J3K5jVlyffdjHOfOLvK_1nmhL8x8-P8-eyqg&oe=67104A45&_nc_sid=10d13b,Indonesia,ID,Indonesian,31,Man
mr_jabir_333,❤️,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/462910358_1052598202824684_1560208979582808454_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=gcSAwdiawS0Q7kNvgEy-pq1&_nc_gid=e649b9daf3be4231b63893a088bd1f2b&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAfjhvWiitz7QQ7HSoElR5aRMeyOTRLpXhh5hdb5eZtgA&oe=67104E7F&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
kevinbarrenetxea,🔥😍🙌👑🙌,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/461896872_1056539336471710_5087425504744345309_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=-qB0DwZMancQ7kNvgG-1mcG&_nc_gid=e649b9daf3be4231b63893a088bd1f2b&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAy1ql0zUqjlaw2uIZDLGbxoigV0gXMFR4YZbvjgdeQJA&oe=67107499&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Woman
eu.adriielle,😍😍😍🔥,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/462106978_1576011416667893_5915454522099446244_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=e49JMgr9OMMQ7kNvgFQdd_T&_nc_gid=e649b9daf3be4231b63893a088bd1f2b&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBmR-0XXvL8UG7awxOEHm4f24jppgG5wHFETp2xL_PnPg&oe=67105D33&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
aiyda___0007,کریس کم کم چاق شدی ها 😂👑,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/449784436_854994826541583_1701203644315337583_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Rb9syuyseiIQ7kNvgGPW2M8&_nc_gid=e649b9daf3be4231b63893a088bd1f2b&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDPxXPEwTrJMtIpwcDb1yv9yHNVTVyAM4nA_CGVI0LDaw&oe=6710692F&_nc_sid=10d13b,Iran,IR,Language not found,30,Man
vianeladawy,Cristiano Ronaldo trong🐐,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/441304293_1389710358400297_8788140352005389855_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=sF_DlgCrGq4Q7kNvgFwD3HF&_nc_gid=e649b9daf3be4231b63893a088bd1f2b&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAfu1DEU5n23O6SpxL8Zi73Z2ZqXc4fsVn0EHlnWGIJwg&oe=67107892&_nc_sid=10d13b,Italy,IT,Italian,30,Woman
pazkual_23,😂😂😂😂😂,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/461298534_3850786721868725_814494449429629675_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=7CVVhjffJ8EQ7kNvgGWTf8C&_nc_gid=e649b9daf3be4231b63893a088bd1f2b&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCbZc5DfqEe-JNXmQ0cWfm5NKEhpP2e0adJbm1YBM4osQ&oe=67106243&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
safikul1228,My hero CR7.,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/449870759_8701875303161887_1177765856769762140_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=p163TYNMQ7YQ7kNvgFE1_9i&_nc_gid=ed85f17f16ce4e79bda4895dec26f736&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBR8DeIiTQ6Mqb2cPS1mPaxKOoUfHZVttKU3XeBH1-5nA&oe=671054C1&_nc_sid=10d13b,United States,US,English,30,Man
jfjfkjk2,@parvin30760 ببخشید میشه دایزکث بدین ❤️👑,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/413466090_271957758912221_8496219990685470350_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Nsch4njt0NQQ7kNvgGZtZks&_nc_gid=ed85f17f16ce4e79bda4895dec26f736&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYATF4PAHjM659sCAjnVuxE0TnCgMHNe_y3aUDR07tppHA&oe=67104F5D&_nc_sid=10d13b,Iran,IR,Language not found,30,Woman
arad_goin,🐐🐐,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/462055295_891024502499396_7849274011169701225_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=LcKDzv1aUZIQ7kNvgF0y8pI&_nc_gid=ed85f17f16ce4e79bda4895dec26f736&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBxeEyTr0YJ1ZNOPMdHNgSvRJQfdE3X9mefACJnFjMccg&oe=67104565&_nc_sid=10d13b,,,object of type 'NoneType' has no len(),30,Man
